pers_name,event_after-date,event_before-date,event_start,event_end,display_date,event_type,pers_function,inst_name,place_name,place_count,country,# Full Address,Latitude,Longitude,comment,source,e_count,s_count
Lothar Friedrich von Metternich-Burscheid,#,#,1641,#,1641,Studium,Student,Universität Pont-à-Mousson,Pont-à-Mousson,2,France,Pont-à-Mousson France,48.90329,6.054868,#,Christ: Metternich-Burscheidt: S. 9,24,#
Marquard Schenk von Castell,1624,#,#,#,1624,Studium,Student,Pontificia Universitas Gregoriana,Rom,1,Italy,Pontificia Universitas Gregoriana Rom Italy,41.8989366,12.4844886,kein genaues Datum bekannt: sondern nur: dass er bald nach Studienbeginn in Ingolstadt an die römische Gregoriana wechselte,Reiter: Marquard II.: S. 239-240,24,#
Marquard Schenk von Castell,#,#,27.07.1627,#,1627,Studium,Student,Universität Siena,Siena,1,Italy,Universitas Siena Italy,43.3191155,11.3328421,#,Braun: Das Domkapitel Eichstätt: S. 440,24,#
Damian Friedrich von der Leyen-Hohengeroldseck,#,#,#,#,#,Studium,Student,Universität Bamberg,Bamberg,1,Germany,Universität Bambrg Germany,49.8938345,10.886138,#,Landeshauptarchiv Koblenz: Bestand 48: Nr. 117: 120,24,#
Damian Friedrich von der Leyen-Hohengeroldseck,#,#,#,#,#,Studium,Student,Universität Freiburg,Freiburg,1,Germany,Universität Freiburg Germany,47.9935441,7.8459496,#,Landeshauptarchiv Koblenz: Bestand 48: Nr. 117: 118,24,#
Damian Friedrich von der Leyen-Hohengeroldseck,#,#,#,#,#,Studium,Student,Universität Heidelberg,Heidelberg,2,Gernany,Universität Heidelberg Germany,49.3987524,8.6724335,#,Landeshauptarchiv Koblenz: Bestand 48: Nr. 117: 119,24,#
Marquard Schenk von Castell,#,#,01.10.1624,#,1624,Studium,Student,Universität Ingolstadt,Ingolstadt,1,Germany,Universität Ingolstadt Ingolstadt Germany,48.7655243,11.4162551,#,Reiter: Marquard II.: S. 239-240,24,#
Hugo Wolfgang von Kesselstatt,#,#,1676,#,1676,Studium,Student,Universität Köln,Köln,1,Germany,Universität Köln Germany,50.937531,6.9602786,#,Keussen: Matrikel Köln: Bd. 5: S. 4. sowie Bd. 6: S. 212.,24,#
Lothar Friedrich von Metternich-Burscheid,#,#,1636,#,1636,Studium,Student,Universität Löwen,Löwen,1,Belgium,Universität Löwen Belgium,50.8779545,4.7002953,#,Christ: Metternich-Burscheidt: S. 9,24,#
Johann Philipp Franz Graf von Schönborn,#,#,1688,#,1688,Studium,Student,Universität Mainz,Mainz,1,Germany,Universität Mainz Germany,49.9925214,8.2599667,#,Romberg Bistümer der Kirchenprovinz Mainz: S. 290,24,#
Johann Heppenheim genannt von Saal,#,#,1634,#,1634,Studium,Student,Universität Perugia,Perugia,1,Italy,Universität Perugia Italy,43.1164268,12.3868984,#,Wendehorst: Das Stift Neumünster in Würzburg: S. 321,24,#
Heinrich Wilhelm Harff von Dreyborn,#,25.05.1735,#,#,1735,Studium,Student,Universität Reims,Reims,1,France,Universität Reims France,49.258329,4.031696,Dauer: 1 J u. 6 Wochen / noch genaue Quelle: außer:,Dylong: Domkapitel Hildesheim: S. 372,24,#
Lothar Friedrich von Metternich-Burscheid,#,#,1635,1636,1635,Studium,Student,Universität Trier,Trier,1,Germany,Universität Trier Germany,49.749992,6.6371433,#,Christ: Metternich-Burscheidt: S. 9,24,#
Johann Philipp Franz Graf von Schönborn,#,#,1694,#,1694,Studium,Student,Universität Wien,Wien,1,Austria,Universität Wien Austria,48.2081743,16.3738189,#,Romberg: Bistümer der Kirchenprovinz Mainz: S. 290,24,#
Heinrich Wilhelm Harff von Dreyborn,#,#,24.09.1715,#,1715,Taufe,#,#,#,22,Germany,Germany,51.165691,10.451526,Kein Ort gefunden,Dylong: Domkapitel Hildesheim: S. 372,1,#
Christoph Rudolf von Stadion,#,#,17.01.1700,#,1700,Tod,#,,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz: S. 175 / Wikipedia: Christoph,14,#
Heinrich Ferdinand von der Leyen,#,#,08.03.1714,#,1714,Tod,#,,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Mainzer: S. 176 / Wikipedia: Heinrich Ferdinand,14,#
Heinrich Wilhelm Harff von Dreyborn,#,#,24.08.1781,#,1781,Tod,#,#,#,22,Germany,Germany,51.165691,10.451526,Kein Ort gefunden,Rauch: Domkapitel Mainz S. 177.,14,#
Johann Wilhelm Wolff-Metternich zur Gracht,#,#,15.12.1694,#,1694,Tod,#,#,#,22,Germany,Germany,51.165691,10.451526,#,Rauch: Domkapitel Mainz: S. 154: Wikipedia: Johann Wilhelm Wolff von Metternich zur Gracht,14,#
Karl Emmerich Franz von Breidbach-Bürresheim,#,#,20.02.1743,#,1743,Tod,#,#,#,22,Germany,Germany,51.165691,10.451526,Kein Ort gefunden,Weidenbach: Breidbach- Bürresheim: S. 103,14,#
Hugo Franz Karl von Eltz (-Kempenich),#,#,27.06.1779,#,1779,Tod,#,#,Mainz,14,Germany,Kurfürstliches Schloss Mainz Germany,50.0069542,8.2698184,Alternativ wird der 26.03.1778 als Todesdatum angegeben: aufgrund der Nachwahl seines Nachfolgers Heinrich Wilhelm Harff von Dreyborn als Domprobst in Mainz am 26.07.1779: wird jedoch das Todesjahr 1779 (vgl. Rauch: Domkapitel Mainz: S. 177) als wahrscheinlicher angenommen (Veit: Dom Mainzherren: S. 14 / sowie von Hersche: Domkapitel Mainz: S. 130).,Rauch: Dom Mainzkaoitel: S. 176 / https://www.dilibri.de/dilibri/name/view/2597111  / Nottarp: Mindener Domprobst: S. / Schrader: S. 109,14,#
Johann Philipp Franz Graf von Schönborn,#,#,18.08.1724,#,1724,Tod,#,#,Löffelstelzen bei Bad Mergentheim,1,Germany,Löffelstelzen bei Bad Mergentheim Germany,49.5068236,9.7895318,#,"Wendehorst: ""Johann Philipp Franz"": S. 546",14,#
Adolph Hund von Saulheim,,,29.04.1668,,1668,Tod,,,Mainz,12,Germany,Mainz Germany,49.9928617,8.2472526,#,Wendehorst: Bistümer der Kirchenprovinz Mainz: S. 225,14,#
Dietrich Kaspar von Fürstenberg,#,#,21.09.1675,#,1675,Tod,#,#,Mainz,12,Germany,Mainz Germany,49.9928617,8.2472526,#,Hersche: Einleitung: S. 128 / Rauch: Domkapitel Mainz: S. 174 / Lahrkamp et al.: Geschichte: S. 106,14,#
Hugo Wolfgang von Kesselstatt,#,#,02.01.1738,#,1738,Tod,#,,Mainz,12,Germany,Mainz Germany,49.9928617,8.2472526,#,Rauch: Dom Mainzkapteil: S. 176 /,14,#
Johann Heppenheim genannt von Saal,#,#,03.02.1672,#,1672,Tod,#,#,Mainz,12,Germany,Mainz Germany,49.9928617,8.2472526,#,Wendehorst: Das Stift Neumünster in Würzburg: S. 321,14,#
Lothar Friedrich von Metternich-Burscheid,#,#,03.06.1675,#,1675,Tod,#,#,Mainz,12,Germany,Mainz Germany,49.9928617,8.2472526,#,Rauch: Domkapitel Mainz: S. 174: Christ: Metternich-Burscheidt: S. 26,14,#
Marquard Schenk von Castell,#,#,18.01.1685,#,1685,Tod,#,#,Regensburg,2,Germany,Regensburg Germany,49.0134297,12.1016236,#,Reiter: Marquard II.: S. 239-240,14,#
Damian Friedrich von der Leyen-Hohengeroldseck,#,#,08.09.1817,#,1817,Tod,Tod,#,Würzburg,3,Germany,Würzburg Germany,49.7913044,9.9533548,#,Rauch: Dom Mainzkaitel: S. 177,14,#
Adolph Hund von Saulheim,#,#,04.04.1609,#,1609,Tonsur,Tonsur,#,#,22,Germany,Germany,51.165691,10.451526,#,Wendehorst: Bistümer der Kirchenprovinz Mainz: S. 225,1,#
Marquard Schenk von Castell,#,#,1675,#,1675,Vergebliche Bewerbung um das Erzbistum,#,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,erwähnenswert?,Reiter: Marquard II.: S. 239-240,2,#
Marquard Schenk von Castell,#,#,1678,#,1678,Vergebliche Bewerbung um das Erzbistum,#,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,erwähnenswert?,Reiter: Marquard II.: S. 239-240,2,#
Dietrich Kaspar von Fürstenberg,#,#,1647,#,1647,Versuch spanische Truppen nach Mainz zu schmuggeln,#,#,Mainz,12,Germany,Mainz Germany,49.9928617,8.2472526,#,Lahrkamp et al.: Geschichte: S. 98,1,#
Johann Heppenheim genannt von Saal,#,#,1666,#,1666,Vertretung des Kurfürsten während eines Pestausbruches,#,Erzstift Mainz,Mainz,14,Germany,Kurfürstliches Schloss Mainz Germany,50.0069542,8.2698184,#,Luschberger: Das Domkapitel Mainz (http://www.historische-eschborn.de/berichte/Main-Taunus-Kreis/Mainzer_Domkapitel/body_mainzer_domkapitel.html),1,#
Marquard Schenk von Castell,#,#,15.01.1636,#,1636,Wahl,Domdekan,Domkapitel Eichstätt,Eichstätt,9,Germany,Dom Eichstätt Germany,48.8919581,11.1835667,#,Reiter: Marquard II.: S. 239-240,50,#
Marquard Schenk von Castell,#,#,21.10.1636,#,1636,Wahl,Koadjutor,Bistum Eichstätt,Eichstätt,9,Germany,Dom Eichstätt Germany,48.8919581,11.1835667,#,Rauch: Domkapitel Mainz: S. 175 / Reiter: Marquard II.: S. 239-240,50,#
Adolph Hund von Saulheim,#,#,22.06.1638,#,1638,Wahl,Domdekan,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Wendehorst: Bistümer der Kirchenprovinz Mainz: S.225,50,#
Adolph Hund von Saulheim,#,#,10.12.1652,#,1652,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Wendehorst: Bistümer der Kirchenprovinz Mainz: S.225,50,#
Christoph Rudolf von Stadion,#,#,08.03.1685,#,1685,Wahl,Domdekan,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz: S. 168,50,#
Christoph Rudolf von Stadion,#,#,10.01.1695,#,1695,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,Bei Rauch: Pröpste: Propstei und Stift von Sankt Bartholomäus in Frankfurt: S. 186 steht 1696 / sonst überall 1695,Rauch: Domkapitel Mainz: S. 175 / Wurzbach: Stadion: S. 26,50,#
Damian Friedrich von der Leyen-Hohengeroldseck,#,#,24.09.1781,#,1781,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz: S. 177,50,#
Damian Friedrich von der Leyen-Hohengeroldseck,#,#,1781,#,1781,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Hersche: Einleitung: S. 131 / Jürgensmeier: Bischofslexikon: S. 271,50,#
Dietrich Kaspar von Fürstenberg,#,#,05.04.1673,#,1673,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Hersche: Einleitung: S. 128 / Rauch: Domkapitel Mainz: S. 174 / Lahrkamp et al.: Geschichte: S. 103,50,#
Heinrich Ferdinand von der Leyen,#,#,16.02.1700,#,1700,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Mainzer: S. 176,50,#
Heinrich Wilhelm Harff von Dreyborn,#,#,26.07.1779,#,1779,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz: S. 177,50,#
Hugo Franz Karl von Eltz (-Kempenich),#,#,13.03.1738,#,1738,Wahl,Domkantor,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Nottarp: Mindener Domprobst: S. 120,50,#
Hugo Franz Karl von Eltz (-Kempenich),#,#,26.03.1743,,1743,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz S. 176,50,#
Hugo Wolfgang von Kesselstatt,#,#,22.04.1699,#,1699,Wahl,Domkantor,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz: S.176,50,#
Hugo Wolfgang von Kesselstatt,#,#,18.12.1709,#,1709,Wahl,Domdekan,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz: S. 176: https://www.archivportal-d.de/item/YD4OU42NHIDVH4FCNTLSYHTP5B4TOXBB / Schrohe. Stadt Mainz. S. 65,50,#
Hugo Wolfgang von Kesselstatt,#,#,18.09.1724,#,1724,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz: S. 176,50,#
Johann Heppenheim genannt von Saal,#,#,06.02.1653,#,1653,Wahl,Domdekan,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Wendehorst: Das Stift Neumünster in Würzburg: S. 321,50,#
Johann Heppenheim genannt von Saal,#,#,17.07.1668,#,1668,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz: S. 174,50,#
Johann Philipp Franz Graf von Schönborn,#,#,04.04.1714,#,1714,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,"Germania Sacra online: ""Johann Philipp Franz Graf von Schönborn""",50,#
Johann Wilhelm Wolff-Metternich zur Gracht,#,#,12.11.1674,#,1674,Wahl,Domscholaster,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,Laut Wikipedia: Johann Wilhelm Wolff von Metternich zur Gracht: wird er 1675 Domscholaster: so auch laut Becker-Huberti: Die Tridentische Reform: S. 341. Allerdings genaues Datum bei Rauch (siehe Spalte source): sodass dieses Datum ausgewählt wurde,Rauch: Domkapitel Mainz: S. 154 / Wikipedia: Johann Wilhelm Wolff von Metternich zur Gracht,50,#
Johann Wilhelm Wolff-Metternich zur Gracht,#,#,4.11.1679,#,1679,Wahl,Domdekan,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz: S. 167,50,#
Johann Wilhelm Wolff-Metternich zur Gracht,#,#,20.2.1685,#,1685,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,Becker-Huberti: Die Tridentische Reform: S. 341: hat für dieses Amt das Jahr 1687,Rauch: Domkapitel Mainz: S. 175,50,#
Karl Emmerich Franz von Breidbach-Bürresheim,#,#,9.10.1724,#,1724,Wahl,Domdekan,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Verzeichnis der Mainzer Universitätsmatrikeln: S. 108,50,#
Karl Emmerich Franz von Breidbach-Bürresheim,#,#,12.02.1738,#,1738,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,Datum der Wahl in Universitätsmatrikeln 17.02.1739,Rauch: S. 176 / Verzeichnis der Mainzer Universitätsmatrikeln: S. 108 / Datum der Wahl = 17.02.1738,50,#
Lothar Friedrich von Metternich-Burscheid,#,#,21.03.1672,#,1672,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Hersche: Einleitung: S. 129: Rauch: Domkapitel Mainz: S. 174: Christ: Metternich-Burscheidt: S. 9,50,#
Marquard Schenk von Castell,#,#,06.11.1675,#,1675,Wahl,Domprobst,Domkapitel Mainz,Mainz,66,Germany,Dom Mainz Germany,49.9990056297492,8.273938609815461,#,Rauch: Domkapitel Mainz: S. 175,50,#
Hugo Franz Karl von Eltz (-Kempenich),#,#,#,#,#,Wahl,Domkantor,Domkapitel Minden,Minden,4,Germany,Dom Minden Germany,52.288856,8.9191982,Angabe bei Klassert kann nicht stimmen: da Eltz erst 1736 wegen der Ernennung zum Domprobst Mitglied des Domkapitels wurde. Domkantor als niedere Dignität müsste er ja vorher gewesen sein,Klassert: Kollegialstift St. Peter: S. 54,50,#
Lothar Friedrich von Metternich-Burscheid,#,#,11.04.1652,#,1652,Wahl,Bischof,Bistum Speyer,Speyer,6,Germany,Dom Speyer Germany,49.3172765,8.4412172,#,Christ: Metternich-Burscheidt: S. 9,50,#
Lothar Friedrich von Metternich-Burscheid,#,#,1645,#,1645,Wahl,Domkustos,Domkapitel Trier,Trier,12,Germany,Dom Trier Germany,49.7562639,6.6434155,#,Christ: Metternich-Burscheidt: S. 9,50,#
Lothar Friedrich von Metternich-Burscheid,#,#,1653,#,1653,Wahl,Capellanus,Domkapitel Trier,Trier,12,Germany,Dom Trier Germany,49.7562639,6.6434155,#,Christ: Metternich-Burscheidt: S. 9,50,#
Lothar Friedrich von Metternich-Burscheid,#,#,1660,#,1660,Wahl,Oberchorbischof,Domkapitel Trier,Trier,12,Germany,Dom Trier Germany,49.7562639,6.6434155,#,Christ: Metternich-Burscheidt: S. 9,50,#
Johann Heppenheim genannt von Saal,#,#,1654,#,1654,Wahl,Domprobst,Domkapitel Worms,Worms,6,Germany,Dom Worms Germany,49.6341372,8.3507182,#,Wikipedia: Johann von Heppenheim genannt vom Saal,50,#
Lothar Friedrich von Metternich-Burscheid,#,#,1672,#,1672,Wahl,Koadjutor,Bistum Worms,Worms,6,Germany,Dom Worms Germany,49.6341372,8.3507182,Die Wormser Postulation wurde nie rechtskräftig: da nicht vom Papst bestätigt,Christ: Metternich-Burscheidt: S. 18,50,#
Lothar Friedrich von Metternich-Burscheid,,20.02.1673,,,,Wahl,Bischof,Bistum Worms,Worms,6,Germany,Dom Worms Germany,49.6341372,8.3507182,genaues Datum der Wahl nicht überliefert,Christ: Metternich-Burscheidt: S. 20f.,50,#
Johann Philipp Franz Graf von Schönborn,#,#,10.6.1704,#,1704,Wahl,Domprobst,Domkapitel Würzburg,Würzburg,15,Germany,Dom Würzburg Germany,49.7933488,9.9325575,#,Romberg: Bistümer der Kirchenprovinz Mainz: S. 292,50,#
Johann Philipp Franz Graf von Schönborn,#,#,18.9.1719,#,1719,Wahl,Bischof,Bistum Würzburg,Würzburg,15,Germany,Dom Würzburg Germany,49.7933488,9.9325575,#,Bärmann: Universität Mainz: S. 726,50,#
Heinrich Ferdinand von der Leyen,#,#,14.01.1705,#,1705,Wahl,Fürstbischof,Bistum Eichstätt,Eichstätt,1,Germany,Eichstätter Hochstift Eichstätt Germany,48.8910779,11.185239,#,Braun: Domkapitel: S. 351,50,#
Lothar Friedrich von Metternich-Burscheid,,,15.12.1670,,,Wahl,Koadjutor,Erzbistum Mainz,Mainz,14,Germany,Kurfürstliches Schloss Mainz Germany,50.0069542,8.2698184,#,ohne Quellenangabe,50,#
Adolph Hund von Saulheim,#,#,30.12.1634,#,1634,Wahl,Domscholaster,Domkapitel Mainz,Köln,12,Germany,Mainz Germany,49.9928617,8.2472526,Wahl in Köln: weil Domkapitel wegen schwedischer Besetzung von Mainz im Exil,Wendehorst: Bistümer der Kirchenprovinz Mainz: S. 225,50,#
Heinrich Wilhelm Harff von Dreyborn,#,1770,#,#,1770,Wahl,Probst,Stift St. Martin. Donat und Nazarius,Mockstadt,1,Germany,Mockstadt,50.3462735,8.9626376,"Propstei Maxstatt? s. Archiv vs. Staatskalender – ""Maxstatt"" wird zw. 1744 u. 1745 übernommen: als Propst von Mockstadt im Staatskalender ab 1770 belegt",LA NRW: Harff Dreiborn: Akten AA 0580: Nr. 88 /Kurmainzer Hof-und Staatskalender 1746,50,#
Marquard Schenk von Castell,#,#,25.01.1636,#,1636,Wahl,Probst,Neues Stift Unsere Liebe Frau,Eichstätt,1,Germany,Neues Stift Unsere Liebe Frau Eichstätt Germany,48.8910779,11.185239,Neuer Stift ULF = Unsere Liebe Frau? / kann er Stiftsprobst bleiben: als er Bischof wird?,Braun: Das Domkapitel Eichstätt: S. 441,50,#
Johann Heppenheim genannt von Saal,#,#,13.05.1653,#,1653,Wahl,Stiftsprobst,Stift Neumünster,Würzburg,1,Germany,Neumünster Stiftskapitel Würzburg Germany,49.7939163,9.931242,#,Wendehorst: Das Stift Neumünster in Würzburg: S. 321,50,#
Christoph Rudolf von Stadion,#,#,,#,1675,Wahl,Probst,Stift St. Alban,Mainz,7,Germany,Stift St. Alban Mainz Germany,49.99,8.28,Angabe bei Wurzbach falsch: richitg Joannis: S.791,Wurzbach: Stadion: S. 26,50,#
Johann Philipp Franz Graf von Schönborn,#,#,1699,#,1699,Wahl,Probst,Stift St. Bartholomäus,Frankfurt,1,Germany,Stift St. Bartholomäus Frankfurt Germany,50.1106631,8.6854204,#,"Wendehorst: ""Johann Philipp Franz"": S. 546",50,#
Christoph Rudolf von Stadion,#,#,02.08.1674,#,1674,Wahl,Probst,Stift St. Bartholomäus,Frankfurt,1,Germany,Stift St. Bartholomäus zu Frankfurt Frankfurt Germany,50.0945254,8.4934583,Angabe bei Wurzbach falsch: richitg Joannis: S.791,Rauch: Domkapitel Mainz: S. 175 / Wurzbach: Stadion: S. 26: Rauch: Sankt Bartholomäus: S. 329,50,#
Adolph Hund von Saulheim,#,#,16.01.1624,#,1624,Wahl,Dekan,Stift St. Burkhard,Würzburg,3,Germany,Stift St. Burkhard Würzburg Germany,49.790067076707544,9.924947011480644,#,Wendehorst: Bistümer der Kirchenprovinz Mainz: S. 225,50,#
Adolph Hund von Saulheim,#,#,#,#,#,Wahl,Probst,Stift St. German,Speyer,1,Germany,Stift St. German Speyer Germany,49.3172765,8.4412172,#,Wendehorst: Bistümer der Kirchenprovinz Mainz: S. 225,50,#
Hugo Franz Karl von Eltz (-Kempenich),#,#,#,#,#,Wahl,Stiftsprobst,Stift St. Martini. Donati und Nazarii,Mockstadt,1,Germany,Stift St. Martini Mockstadt Germany,50.3462735,8.9626376,#,Kurmainzer Hof- und Staatskalender 1740,50,#
Heinrich Wilhelm Harff von Dreyborn,#,1778,#,#,1778,Wahl,Stiftsprobst,Stift St. Mauriz,Mainz,1,Germany,Stift St. Mauriz Mainz Germany,51.9661366,7.6546359,#,Kurmainzer Hof- und Staatskalender 1777: S. 5,50,#
Karl Emmerich Franz von Breidbach-Bürresheim,#,#,18.06.1712,#,1712,Wahl,Dekan,Stift St.Viktor,Mainz,2,Germany,Stift St. Viktor Mainz Germany,49.981969943629636,8.29649529311655,#,Weidenbach: Breidbach-Bürresheim: S. 103 / Klassert: Kollegialstift St. Peter: S. 90.,50,#
Marquard Schenk von Castell,#,#,23.12.1628,#,1628,Weihe,Diakon,Bistum Eichstätt,Eichstätt,3,Germany,Bistum Eichstätt Eichstätt Germany,48.8910779,11.185239,#,Braun: Das Domkapitel Eichstätt: S. 440,14,#
Marquard Schenk von Castell,#,#,02.06.1635,#,1635,Weihe,Priester,Bistum Eichstätt,Eichstätt,3,Germany,Bistum Eichstätt Eichstätt Germany,48.8910779,11.185239,#,Reiter: Marquard II.: S. 239-240,14,#
Lothar Friedrich von Metternich-Burscheid,#,#,24.06.1656,#,1656,Weihe,Bischof,#,Bruchsal,1,Germany,Bruchsal Germany,49.1249712,8.5844108,#,Christ: Metternich-Burscheidt: S. 9,14,#
Marquard Schenk von Castell,#,#,10.01.1638,#,1638,Weihe,Bischof,Domkapitel Eichstätt,Eichstätt,9,Germany,Dom Eichstätt Germany,48.8919581,11.1835667,#,Reiter: Marquard II.: S. 239-240,14,#
Johann Philipp Franz Graf von Schönborn,#,#,10.11.1720,#,1720,Weihe,Bischof,Dom,Würzburg,15,Germany,Dom Würzburg Germany,49.7933488,9.9325575,#,Greipl: Schönborn: S. 442,14,#
Adolph Hund von Saulheim,#,#,04.04.1609,#,1609,Weihe,niedere Weihen,#,#,22,Germany,Germany,51.165691,10.451526,#,Wendehorst: Bistümer der Kirchenprovinz Mainz: S. 225,14,#
Christoph Rudolf von Stadion,#,1664,#,#,1664,Weihe,Niedere Weihen,#,#,22,Germany,Germany,51.165691,10.451526,#,Wikipedia: Christoph,14,#
Christoph Rudolf von Stadion,#,1669,#,#,1669,Weihe,Priester,#,#,22,Germany,Germany,51.165691,10.451526,#,Wikipedia: Christoph,14,#
Hugo Franz Karl von Eltz (-Kempenich),#,#,#,#,#,Weihe,Priester,#,#,22,Germany,Germany,51.165691,10.451526,#,Nottarp: Mindener Domprobst: S. 121,14,#
Lothar Friedrich von Metternich-Burscheid,#,#,03.09.1640,#,1640,Weihe,Subdiakon,#,#,22,Germany,Germany,51.165691,10.451526,Kein Ort gefunden,Christ: Metternich-Burscheidt: S. 9,14,#
Lothar Friedrich von Metternich-Burscheid,#,#,08.09.1640,#,1640,Weihe,Diakon,#,#,22,Germany,Germany,51.165691,10.451526,Kein Ort gefunden,Christ: Metternich-Burscheidt: S. 9,14,#
Lothar Friedrich von Metternich-Burscheid,#,#,17.12.1652,#,1652,Weihe,Priester,#,#,22,Germany,Germany,51.165691,10.451526,Kein Ort gefunden,Christ: Metternich-Burscheidt: S. 9 / Jürtensmeier: Metternich-Burscheid: in Gatz: Bischöfe: S. 309,14,#
Johann Philipp Franz Graf von Schönborn,#,#,22.7.1720,#,1720,Weihe,Diakon,Schlosskirche Marienberg,Würzburg,3,Germany,Schlosskirche Marienberg Würzburg Germany,49.7897393,9.9201319,#,Greipl: Schönborn: S. 442,14,#
Johann Philipp Franz Graf von Schönborn,#,#,25.7.1720,#,1720,Weihe,Priester,Schlosskirche Marienberg,Würzburg,3,Germany,Schlosskirche Marienberg Würzburg Germany,49.7897393,9.9201319,#,Greipl: Schönborn: S. 442,14,#
